,Term,BNC_Sampler_Counts
36364,blunders,1
36365,unevenness,1
36366,treasured,1
36367,recipients,3
36368,Daubney,1
36369,FSSI,4
36370,"4½×7""",1
36371,11.5,1
36372,17.8cm,1
36373,dilute,8
36374,gouache,10
36375,Automatic,17
36376,120lb,1
36377,Halliday,1
36378,Masterclass,1
36379,Notoriously,1
36380,Tre,1
36381,Kronor,1
36382,A4,18
36383,29.7cm,1
36384,Teague,1
36385,5¾,4
36386,&times,3
36387,14.8,3
36388,10.5,2
36389,Photocopied,5
36390,Denis,3
36391,"5¾""",1
36392,10.5×14.8cm,1
36393,Hand,12
36394,Name,10
36395,overwritten,2
36396,photocopied,7
36397,"3,4,5,6",1
36398,photocopier,5
36399,photocopy,11
36400,thickness,17
36401,prohibitive,5
36402,thicker,11
36403,double-fold,1
36404,A6,2
36405,"3,4",1
36406,C6,1
36407,Figure,59
36408,vertically,11
36409,horizontally,8
36410,Lindsay,5
36411,Castell,1
36412,1991.,1
36413,2¼,1
36414,"4""",2
36415,7/4,1
36416,10.4cm,1
36417,dots,14
36418,Addison,9
36419,"2""",1
36420,dabs,4
36421,simpler,16
36422,photocopying,5
36423,paste-up,1
36424,hairlines,1
36425,upside down,11
36426,guillotined,2
36427,infallibly,1
36428,fold,28
36429,Book-of-Hours,1
36430,small-format,1
36431,Hufton,1
36432,FSSl,3
36433,Rectangle,1
36434,Text,2
36435,Goose,1
36436,Songs,3
36437,Vol,2
36438,l,26
36439,Copyright,6
36440,Publishers,7
36441,"4"".",1
36442,10.5cm,1
36443,Watercolour,16
36444,washes,8
36445,intrinsic,8
36446,two-dimensional,6
36447,letterforms,1
36448,draughtsman,2
36449,quirky,1
36450,non-realistic,1
36451,14.8cm,1
36452,Printed,3
36453,guillotining,1
36454,scribe,7
36455,TAPES,1
36456,Lange,2
36457,instructional,5
36458,advertisements,9
36459,Covering,2
36460,informative,6
36461,Artist,4
36462,readership,2
36463,amateurish,1
36464,rewind,2
36465,£7/50,1
36466,reviews,16
36467,releases,11
36468,reviewer,1
36469,uninitiated,3
36470,Yardley,2
36471,Sunlight,2
36472,APV,11
36473,Films,14
36474,Omitted,1
36475,Watercolours,2
36476,Contrasting,3
36477,blushes,1
36478,delightfully,2
36479,Judith,6
36480,Milne,1
36481,Productions,2
36482,Coastal,2
36483,Seeba,3
36484,Fletcher-Watson,1
36485,Bellamy,2
36486,Adventures,2
36487,Rex,6
36488,Trayhorne,1
36489,Contemporary,6
36490,Wet,4
36491,Simplified,1
36492,Ranson,2
36493,£19.99,1
36494,Galleries,9
36495,Alwyn,4
36496,Crawshaw,3
36497,marvellously,2
36498,instructive,4
36499,Paints,1
36500,Painting,8
36501,commend,5
36502,Millichip,1
36503,Hemson,2
36504,Harley,2
36505,Crossley,3
36506,Keating,3
36507,Rembrandt,4
36508,Degas,5
36509,Ingres,2
36510,crayons,2
36511,pastellist,1
36512,Progressing,2
36513,Watkin,2
36514,Landscapes,1
36515,Pastels,1
36516,Aubrey,1
36517,LEFT,3
36518,BELOW,3
36519,Woodcuts,1
36520,Rigby,1
36521,On Board,1
36522,PE3,1
36523,8SB,1
36524,printmaking,4
36525,Winkleman,2
36526,Idea,3
36527,Bankside,3
36528,intaglio,3
36529,Theory,11
36530,Elsworth,2
36531,Mixing,1
36532,Flower,3
36533,£27.95,3
36534,£29.95,1
36535,Bog,2
36536,Palette,1
36537,Knife,2
36538,Intaglio,1
36539,Printmaking,2
36540,Demonstration,2
36541,£17.65,1
36542,MATERIALS,1
36543,Acrylics,1
36544,Materials,10
36545,Acrylic,12
36546,Colours,2
36547,dioxazine,3
36548,phthalo,3
36549,turquoise,2
36550,citrus,2
36551,quinacridone,1
36552,metallic,6
36553,pearlescent,2
36554,pearlescents,1
36555,precedence,7
36556,durability,2
36557,yellowing,1
36558,lightfast,1
36559,emulsion,4
36560,handles,14
36561,Gloss,4
36562,Mediums,1
36563,Medium,5
36564,Retarder,1
36565,Gesso,1
36566,Primer,1
36567,canvases,1
36568,decorative,16
36569,spattered,2
36570,Accidental,1
36571,strikingly,2
36572,blackish,1
36573,specks,1
36574,granular,1
36575,blobs,4
36576,Consequently,16
36577,droplets,1
36578,fused,10
36579,speculative,4
36580,overlaps,2
36581,thickest,2
36582,all round,1
36583,synthetic,10
36584,greys,1
36585,insides,4
36586,scumble,3
36587,Realism,1
36588,graduated,3
36589,retarding,1
36590,manipulation,4
36591,unmixed,1
36592,translating,7
36593,overpainting,2
36594,stabbing,2
36595,curved,9
36596,strap,14
36597,loops,13
36598,uneven,8
36599,redder,4
36600,creases,6
36601,reunite,1
36602,punchmarks,1
36603,underpainted,1
36604,retouching,1
36605,in association with,1
36606,Dec,1
36607,Acrylix,10
36608,Pip,5
36609,Pro,5
36610,Arte,4
36611,acrylics,10
36612,Brushes,1
36613,brushmakers,1
36614,polyester,6
36615,filament,3
36616,easel,4
36617,silver-grey,1
36618,bounces,2
36619,pearly,1
36620,stain,2
36621,formats,12
36622,hogs,1
36623,Toward,2
36624,Pendle,1
36625,"10×16""",1
36626,25.4×40.6cm,1
36627,splay,1
36628,wet-in-wet,2
36629,fusing,2
36630,Thinly,1
36631,overpainted,2
36632,hairs,17
36633,Advice,13
36634,RA,2
36635,illuminates,1
36636,Miner,2
36637,1935[ndash ]36,1
36638,"50¼×30¼""",1
36639,127.6×76.8,1
36640,Endowed,1
36641,untrammeled,1
36642,prose,8
36643,Hogarth,1
36644,Whistler,4
36645,dexterity,2
36646,Impressionism,1
36647,squalid,2
36648,Legros,1
36649,foetid,1
36650,Cirque,1
36651,irritant,1
36652,comatose,1
36653,manipulating,2
36654,outlines,1
36655,extracting,5
36656,sordid,2
36657,Words,13
36658,effervescent,2
36659,essays,5
36660,autobiographical,1
36661,provocative,4
36662,tirades,1
36663,witty,5
36664,dispense,2
36665,nude,7
36666,clothed,4
36667,injurious,2
36668,piquantly,1
36669,Tea-Party,1
36670,Nina,1
36671,Hamnett,1
36672,Roald,2
36673,Kristian.,1
36674,1915[ndash ]16,1
36675,"10×14""",1
36676,25.4×35.6cm,1
36677,idiosyncratic,3
36678,invigorating,2
36679,postulated,2
36680,capitation,1
36681,idlers,1
36682,Café,3
36683,irrevocably,2
36684,semi-academicised,1
36685,inculcation,1
36686,self-expression,1
36687,draughtsmen,2
36688,Backgrounds,1
36689,knit,4
36690,imaginary,5
36691,strenuously,2
36692,camera lucida,1
36693,Vermeer,1
36694,Canaletto,1
36695,Millett,1
36696,Monet,2
36697,permissible,5
36698,scandalised,1
36699,Echoes,1
36700,Earhart,1
36701,1932,7
36702,Laundry,1
36703,"7½×10½""",1
36704,19×26.5cm,1
36705,Islington,3
36706,tenet,2
36707,traditionalists,1
36708,undesirable,11
36709,pleine-airsme,1
36710,momentary,1
36711,1930*,1
36712,most of all,1
36713,liken,1
36714,Accustom,1
36715,intersect,4
36716,transcribe,1
36717,persuasiveness,1
36718,Emphasising,1
36719,sketching,4
36720,faintly,5
36721,one-third,12
36722,outworn,1
36723,unsystematic,1
36724,smouldering,9
36725,sinewy,3
36726,expertly,2
36727,indebted,3
36728,Osbert,1
36729,Sitwell,1
36730,TALK,1
36731,TRADE,1
36732,Product,1
36733,LIQUITEX,1
36734,ACRYLIC,1
36735,SETS,1
36736,Liquitex,13
36737,mediums,4
36738,water-thinned,1
36739,'34.95,1
36740,inc,1
36741,22ml,3
36742,59ml,2
36743,introductory,8
36744,Carolynn,1
36745,gsm,1
36746,Bockingford,2
36747,"16×12""",1
36748,40.6×30.5cm,1
36749,300gsm,1
36750,offcuts,1
36751,plyboard,1
36752,polymer,2
36753,resin,2
36754,binder,1
36755,milky,5
36756,dries,12
36757,familiarise,3
36758,rework,2
36759,satin-gloss,1
36760,primers,2
36761,varnishes,1
36762,237ml,1
36763,excellence,10
36764,Starter,1
36765,£11.75,1
36766,TRENDSETTERS,1
36767,Artcare,5
36768,1938,7
36769,Presentation,2
36770,zips,1
36771,neater,2
36772,durable,3
36773,PVC,5
36774,A1,2
36775,A2,4
36776,A3,2
36777,maxi,2
36778,sleeve,5
36779,Inclusive,1
36780,£48.40,1
36781,GOUACHE,1
36782,wet-into-wet,1
36783,enrolled,5
36784,Beginners,1
36785,pastel,3
36786,stabs,2
36787,colourfast,2
36788,conservatory,9
36789,Tableware,1
36790,"12×10""",1
36791,30.5×25.4cm,1
36792,Wykeham,1
36793,Procedure,6
36794,200lb,1
36795,sable,5
36796,olive,4
36797,flit,2
36798,water-soluble,1
36799,smudge,1
36800,eradicated,1
36801,focal,6
36802,underpainting,1
36803,merges,1
36804,fusion,2
36805,bluey,2
36806,lizzie,1
36807,screwing,6
36808,obliterating,2
36809,vine,2
36810,overdo,2
36811,slivers,3
36812,begonia,1
36813,jumble,7
36814,stabby,1
36815,bitty,2
36816,solidify,1
36817,darkish,4
36818,paleness,1
36819,toned,9
36820,solidifying,1
36821,fragmented,3
36822,Movable,1
36823,Snack,1
36824,Stemp,4
36825,reawaken,1
36826,numbed,2
36827,faculties,5
36828,Isobel,11
36829,Hemingway,1
36830,insert,14
36831,middle aged,1
36832,Tish,5
36833,Berkley,1
36834,Over-26,1
36835,Burgundy,1
36836,Buia,3
36837,Umbria,3
36838,Peta,5
36839,byways,1
36840,creativity,6
36841,Gare,3
36842,L'Est,2
36843,comforts,3
36844,golds,2
36845,sleeper,2
36846,Doors,3
36847,transfigured,2
36848,shapeless,1
36849,couchette,1
36850,gladly,4
36851,relive,2
36852,flicking,3
36853,pad,14
36854,oblivion,3
36855,Ideas,2
36856,Cambridged,1
36857,boudoir,2
36858,languid,1
36859,over-worked,1
36860,over-stretched,1
36861,pyjamas,4
36862,exudes,1
36863,Kafka,1
36864,umber,3
36865,compartment,7
36866,Mainz,2
36867,Dekuji,1
36868,Prosim,1
36869,Malostranské,1
36870,náme[ccaron]sti,1
36871,fathomless,1
36872,browns,2
36873,dusky,2
36874,interlocking,1
36875,shepherds,6
36876,whisks,1
36877,Baroque,4
36878,melancholic,1
36879,Cemetery,2
36880,Inter Railing,1
36881,intellect,5
36882,boogy,2
36883,haze,1
36884,upheld,3
36885,curliques,1
36886,wisps,1
36887,ornate,2
36888,intensely,4
36889,intellectually,4
36890,semi-working,1
36891,commonplace,8
36892,wilfully,1
36893,tinge,2
36894,pretensions,1
36895,Pretentiously,1
36896,unpretentious,1
36897,sic,4
36898,Mala,1
36899,Strana,1
36900,busmen,1
36901,Divorce,7
36902,unexciting,1
36903,bearable,2
36904,compulsion,3
36905,systematically,5
36906,itemising,2
36907,arrayed,3
36908,basilica,1
36909,hedgerow,6
36910,qui,5
36911,vive,1
36912,palais,1
36913,chalky,2
36914,Vaporetto,1
36915,mega watt,1
36916,unquoted,1
36917,Rhett,1
36918,O'Hara,1
36919,hamming,1
36920,vaunted,1
36921,Sleeping,3
36922,snogged,1
36923,over-painted,1
36924,over-written,1
36925,over-filmed,1
36926,infertile,1
36927,Tuscany,1
36928,overexposed,1
36929,clipping,1
36930,abruptly,3
36931,crickets,2
36932,throaty,1
36933,croaking,1
36934,Piero,2
36935,Della,22
36936,Francesca,1
36937,Madonna,3
36938,Parto,1
36939,Monterchi,1
36940,uncluttered,3
36941,huskily,1
36942,consonants,1
36943,almond,1
36944,jaded,1
36945,sabbatical,2
36946,Opportunities,5
36947,ART,2
36948,FAIRS/FESTIVALS,1
36949,Towner,1
36950,Paintings,3
36951,£150,2
36952,COMPETITIONS,1
36953,Collage,2
36954,Streetwise,2
36955,DEMONSTRATIONS,1
36956,Eyton,1
36957,Showering,1
36958,LECTURES,1
36959,Cuthbert,2
36960,Blythe,1
36961,1893[ndash ]1977,1
36962,RSW,1
36963,RE,1
36964,Masters,3
36965,Masterpieces,2
36966,Hove,2
36967,Lectures,4
36968,Carnedoe,1
36969,Sculpture,4
36970,Auditorium,2
36971,£7.50,1
36972,commentate,1
36973,Willer,1
36974,re-enact,1
36975,1811[ndash ]27,1
36976,Perspective,3
36977,Beardsley,1
36978,Comberg,1
36979,SENDING-IN,1
36980,Lasting,2
36981,Impressions,2
36982,sending-in,1
36983,sae,2
36984,132nd,1
36985,Storey,1
36986,handing-in,1
36987,STUDY,1
36988,Birbeck,1
36989,NPG,1
36990,bookings,3
36991,PLANNING,1
36992,EXHIBITION,1
36993,aspires,1
36994,disadvantages,11
36995,Selling,6
36996,self-evaluation,1
36997,Types,3
36998,Inclusion,2
36999,discriminating,2
37000,distinct,54
37001,Sponsorship,3
37002,ever-dwindling,1
37003,forge,2
37004,Proper,3
37005,prohibitively,1
37006,self-organising,1
37007,guilds,1
37008,polytechnics,2
37009,foyers,1
37010,Getting,22
37011,costings,5
37012,Draw,11
37013,Possible,4
37014,renting,6
37015,framing,5
37016,invitations,2
37017,Invitations,1
37018,ambience,2
37019,Exhibitions,2
37020,seel,1
37021,Pricing,2
37022,recoup,2
37023,overprice,1
37024,paragraph,48
37025,Suave,1
37026,bussing,1
37027,throbbing,1
37028,Eros,1
37029,Circus,2
37030,Frampton,1
37031,Hamo,1
37032,emulated,2
37033,yearnings,1
37034,visionary,4
37035,reflections,3
37036,Symbolist,1
37037,erudite,1
37038,fancies,7
37039,suave,1
37040,picturesquely,1
37041,J-K,1
37042,Huysmans,1
37043,evangelists,4
37044,Fearless,1
37045,semi­precious,1
37046,Stoke-on-Trent,1
37047,Reverie,1
37048,Sensuality,1
37049,1880[ndash ]1910,1
37050,sculptors,2
37051,beguiling,1
37052,Geordie,2
37053,gallimaufry,1
37054,admirable,5
37055,Hedley,1
37056,Rober,1
37057,Isa,2
37058,Jobling,1
37059,poetic,7
37060,1841,2
37061,bona fide,2
37062,1851,2
37063,depicting,4
37064,hard-working,1
37065,sensitivity,11
37066,veering,3
37067,sentimentality,2
37068,amassing,1
37069,purpose-built,5
37070,annex,2
37071,Funded,1
37072,Gavagan,1
37073,chairlifts,1
37074,Chillida,1
37075,Derain,1
37076,Ernst,2
37077,Paula,22
37078,Rego,1
37079,unsentimental,1
37080,depictions,1
37081,Brimstone,1
37082,predilections,1
37083,formulas,2
37084,Beginnings,1
37085,Pasmore,1
37086,Hilton,1
37087,Paolozzi,1
37088,Reg,2
37089,encapsulated,1
37090,denizens,2
37091,Florentine,1
37092,Michelangelo,1
37093,Leonardo,1
37094,Raphael,1
37095,Pontormo,1
37096,Bronzino,1
37097,artist-craftsman,1
37098,typographic,1
37099,engraver,1
37100,1882[ndash ]1940,1
37101,MacCarthy,1
37102,biography,4
37103,sainthood,1
37104,Perpetua,1
37105,cutter,7
37106,Crafts,2
37107,rubric,1
37108,sublimation,1
37109,Pygmalion-like,1
37110,chisel,1
37111,erotic,2
37112,relishing,2
37113,progenitor,3
37114,Barbican,4
37115,paradoxical,3
37116,sensually,1
37117,ascetically,1
37118,Constructing,1
37119,obsessive,4
37120,Lanyon,4
37121,constructions,7
37122,such-like,1
37123,define,40
37124,encompass,4
37125,transparency,8
37126,lifelong,7
37127,re-unites,1
37128,perspectives,1
37129,ABOVE,2
37130,Longshore,1
37131,"70×48""",1
37132,183×122cm,1
37133,printmakers,1
37134,Transition,2
37135,practitioners,8
37136,Solaglas,1
37137,PRINT,1
37138,comparative,12
37139,charts,6
37140,lightfastness,1
37141,traditionalist,1
37142,Newer,1
37143,priming,2
37144,emulsions,1
37145,Handbook,4
37146,Techniques,1
37147,Mayer,2
37148,Steven,38
37149,Sheehan,1
37150,Yale,10
37151,reworked,1
37152,antiquity,3
37153,specification,20
37154,Lightfastness,1
37155,toxicity,2
37156,crammed,2
37157,virtuality,1
37158,Sketching,4
37159,Structured,1
37160,Mastering,1
37161,divulged,1
37162,nerving,1
37163,allure,2
37164,half-finished,3
37165,attractiveness,4
37166,centrefold,1
37167,scribble,5
37168,graphite,1
37169,felt-tips,1
37170,sketchbooks,1
37171,life-blood,1
37172,Lucie,1
37173,Rie,1
37174,Applied,2
37175,artfulness,1
37176,Erm,1734
37177,erm,4730
37178,a l,1
37179,cos,1259
37180,Guatamala,1
37181,th,388
37182,headings,54
37183,apologies,11
37184,Nicki,1
37185,Saria,4
37186,Hockerill,4
37187,Mm,2904
37188,circulate,10
37189,surname,8
37190,Velma,2
37191,yeah,2219
37192,Eleventh,2
37193,surnames,5
37194,sort of,515
37195,Waldren,3
37196,muddle,3
37197,Ersly,1
37198,quir,1
37199,dispensers,1
37200,chocker,1
37201,sa,61
37202,thirtieth,10
37203,mm,577
37204,nil,16
37205,Amn,1
37206,Sabri,3
37207,Lushe,2
37208,conformations,1
37209,Secretarium,2
37210,ah,225
37211,initiates,2
37212,Wo,19
37213,rea,6
37214,confu,1
37215,confusions,2
37216,Secretaire,3
37217,vetted,1
37218,Secretaires,1
37219,Co-ordinator,2
37220,Crawly,1
37221,cou,9
37222,queuing,2
37223,disappearances,1
37224,petitions,6
37225,Sabir,1
37226,clarifying,1
37227,chap,50
37228,brochures,6
37229,hitch,2
37230,oth,5
37231,Networks,2
37232,co-ordinates,2
37233,ne,32
37234,jealous,9
37235,kidding,14
37236,targeting,6
37237,Malawi,2
37238,clarified,7
37239,Co-Organiser,1
37240,eh,127
37241,hundredth,6
37242,wiling,1
37243,sod,13
37244,fax,17
37245,faxed,2
37246,gosh,12
37247,thir,3
37248,Avriel,2
37249,continuation,3
37250,Seems,8
37251,Ju,5
37252,sorting,12
37253,Delayed,1
37254,swop,2
37255,y,128
37256,Observer,2
37257,Epping,4
37258,omitting,2
37259,Probably,52
37260,Citizen,8
37261,Insemination,1
37262,chat,27
37263,inseminate,1
37264,Inseminate,1
37265,hap,1
37266,Seventeenth,3
37267,Stort,1
37268,intake,8
37269,Latton,3
37270,Playhouse,2
37271,Tee-shirts,1
37272,shirts,13
37273,m,58
37274,Anything,31
37275,Anybody,16
37276,ha,197
37277,surcharge,1
37278,g,26
37279,Alma,2
37280,eit,1
37281,"in , in relation to",3
37282,Headquarters,4
37283,Columbian,2
37284,paediatric,3
37285,Victims,1
37286,Leytonstone,1
37287,Wanstead,2
37288,gr,5
37289,Aida,3
37290,mummy,170
37291,Done,12
37292,presuming,2
37293,Lobbying,1
37294,companying,1
37295,Nile,16
37296,Thing,12
37297,raffle,16
37298,Mule,1
37299,Cumbria,6
37300,complimentary,2
37301,internationalist,2
37302,nominate,2
37303,Person,8
37304,Vice,8
37305,Co-Chair,3
37306,Means,5
37307,Treasurer,14
37308,inefficient,8
37309,Somebody,41
37310,constitutions,1
37311,comings,1
37312,refreshments,3
37313,Cracker,1
37314,confir,1
37315,Tenth,4
37316,transcribed,3
37317,blinking,13
37318,Parsonage,1
37319,Leys,2
37320,coll,3
37321,physically,20
37322,prep,10
37323,advert,22
37324,Advertise,1
37325,Birchwood,4
37326,Humanities,4
37327,sussing,1
37328,every so often,7
37329,cropped,3
37330,wh,52
37331,ern,1
37332,Executive,36
37333,Speak,7
37334,honestly,42
37335,OVERVIEW,1
37336,NEWOED1,6
37337,NEWOED7,4
37338,lexicographers,13
37339,OED,46
37340,fulfilling,6
37341,NEWOED2,2
37342,NEWOED3,2
37343,Request,4
37344,Serial,2
37345,actioned,10
37346,sequenced,1
37347,numbering,3
37348,Lexicographers,9
37349,Issued,1
37350,Completion,4
37351,Confirmed,4
37352,Concerning,1
37353,Forms,2
37354,CONTROL,4
37355,3[ndash ]9,1
37356,actioning,1
37357,Completed,2
37358,Actioned,3
37359,specified,52
37360,3[ndash ]7,1
37361,photo-copy,2
37362,C.Group,1
37363,ascending,3
37364,COMMENTS,1
37365,Overview,7
37366,CASE,38
37367,Working-Set,6
37368,Database,6
37369,archive,4
37370,Completing,6
37371,Forwarded,2
37372,PROC1,2
37373,Appendix,25
37374,PROC2,1
37375,PROC3,2
37376,Lexicographer,1
37377,clipped,6
37378,photocomposition,3
37379,PROC4,2
37380,Comments,52
37381,Requests,4
37382,photocompositioned,1
37383,specifying,10
37384,Headword,5
37385,Homonym,4
37386,Dictionary,21
37387,Flag,2
37388,Entity,1
37389,Print,8
37390,Sequence,5
37391,identifier,11
37392,identifiers,4
37393,Headwords,1
37394,Restore,1
37395,Working-set,1
37396,one(s),1
37397,ambiguity,5
37398,Refer,9
37399,NEWOED4,1
37400,proofing,2
37401,Headword(s),1
37402,headword,3
37403,proofed,8
37404,headwords,2
37405,NEWOED5,1
37406,cross-reference,9
37407,cross-referenced,9
37408,Source,55
37409,cross-referencing,7
37410,NEWOED6,2
37411,Group(s),1
37412,ad hoc,7
37413,INTRODUCTION,6
37414,documentation,37
37415,Problem,83
37416,Procedures,6
37417,VM,4
37418,Interactive,6
37419,Productivity,4
37420,Facility,18
37421,IPF,14
37422,PCF,7
37423,sub-system,21
37424,Problems,9
37425,Correction,2
37426,assign,13
37427,solving,17
37428,Testing,4
37429,Errors,1
37430,Administrator,17
37431,Machine,18
37432,SC24,2
37433,5229,2
37434,Sections,2
37435,PROCEDURES,1
37436,correction,11
37437,Reference,7
37438,Reporting,3
37439,Encountered,1
37440,Solver,20
37441,originate,3
37442,computer-based,3
37443,ACCEPT,1
37444,notification,5
37445,notify,2
37446,REPORT,7
37447,FORM,2
37448,Description,6
37449,codes,11
37450,Documentation,3
37451,Attached,3
37452,YES,3
37453,Severity,3
37454,meanings,8
37455,SEVERE,1
37456,FAILURE,1
37457,ERROR,1
37458,incorrectly,3
37459,SHORTCOMING,1
37460,SEND,1
37461,ADMINISTRATOR,1
37462,FACILITY,2
37463,WEEKLY,1
37464,annotated,1
37465,TEST,1
37466,fortnightly,1
37467,graphs,3
37468,unsolved,2
37469,terminology,9
37470,Author,4
37471,originates,3
37472,oversees,1
37473,investigates,2
37474,resolves,2
37475,Dialogue,5
37476,delete,24
37477,unassigned,1
37478,IPCS,1
37479,APAR,1
37480,audit,43
37481,Summarised,1
37482,userid,2
37483,solver,1
37484,Eritreans,2
37485,Eritrean,5
37486,WACC,33
37487,Communication,24
37488,Asmara,1
37489,1[ndash ]7,1
37490,Effective,3
37491,Voting,1
37492,transitional,3
